case_id,source_id,model,sources,source_count,target,seed,parameter_count,source_size,feature_dimension,mmd_rbf_squared_5,mmd_rbf_5,mmd_rbf_gamma_5,centroid_l2_5,centroid_cosine_distance_5,covariance_frobenius_5,covariance_frobenius_normalized_5,source_feature_variance_5,target_feature_variance_5,feature_variance_difference_5,feature_mean_absolute_difference_5,feature_std_absolute_difference_5,mmd_rbf_squared_10,mmd_rbf_10,mmd_rbf_gamma_10,centroid_l2_10,centroid_cosine_distance_10,covariance_frobenius_10,covariance_frobenius_normalized_10,source_feature_variance_10,target_feature_variance_10,feature_variance_difference_10,feature_mean_absolute_difference_10,feature_std_absolute_difference_10
cnn3_art_painting-sketch_seed42_to_cartoon,cnn3_art_painting-sketch_seed42,cnn3,art_painting|sketch,2,cartoon,42,94151,4183,128,0.0975877303478669,0.3123903493193523,0.7495113707223217,0.2854063609032423,0.0560550138376467,0.1495864372598039,0.0011686440410922,0.3805495842513232,0.2617258063109022,0.118823777940421,0.0148840345579603,0.0111536372547674,0.0916859289558242,0.3027968443623947,0.7371600603838697,0.2868843490138887,0.0583288311884674,0.1471649053503615,0.0011497258230496,0.3805495842513232,0.2768695579420196,0.1036800263093036,0.0152134730938965,0.0107866602241457
cnn3_art_painting-sketch_seed42_to_photo,cnn3_art_painting-sketch_seed42,cnn3,art_painting|sketch,2,photo,42,94151,4183,128,0.292172890947981,0.5405301942981363,0.5981737323405275,0.6428997169527906,0.2861564936445603,0.1709023124676345,0.0013351743161533,0.3805495842513232,0.2065577948020085,0.1739917894493147,0.0345509644142701,0.0163177917273104,0.2903767801110994,0.5388661987090111,0.5937944297854442,0.6171288227364354,0.2690368896631404,0.1673878374908403,0.0013077174803971,0.3805495842513232,0.2289470666320996,0.1516025176192236,0.0333501371817912,0.0150242907589784
cnn3_art_painting_seed387_to_cartoon,cnn3_art_painting_seed387,cnn3,art_painting,1,cartoon,387,94151,1433,128,0.1962961930421238,0.4430532620827025,0.8889911708333793,0.4155235312732092,0.1109296434785861,0.0768439434868647,0.0006003433084911,0.3032771629347707,0.1825522841975755,0.1207248787371951,0.026478169327976,0.0134465200875597,0.1770647300129257,0.4207906011461351,0.8659544373404088,0.4100332753205152,0.1097660990809045,0.0704931753724842,0.0005507279325975,0.3032771629347707,0.1973685295268633,0.1059086334079073,0.0261086930148317,0.0116672917766325
cnn3_art_painting_seed387_to_photo,cnn3_art_painting_seed387,cnn3,art_painting,1,photo,387,94151,1433,128,0.0657809809544485,0.2564780321088894,0.8769263662627422,0.240630111843873,0.035935378828558,0.0642202328156023,0.0005017205688718,0.3032771629347707,0.1966761430144586,0.106601019920312,0.0164350672591386,0.0101916870001008,0.0528070174601948,0.2297977751419601,0.9352351027841576,0.2117730573568739,0.0282746531717683,0.0573244479881669,0.0004478472499075,0.3032771629347707,0.2121294248337498,0.0911477381010208,0.0143917750027825,0.00812556799407
cnn3_art_painting_seed387_to_sketch,cnn3_art_painting_seed387,cnn3,art_painting,1,sketch,387,94151,1433,128,0.3967904566462876,0.6299130548308136,0.810807414881745,0.609905975633844,0.2219019144412423,0.0982747631647458,0.0007677715872245,0.3032771629347707,0.0769878099482509,0.2262893529865198,0.0396006604830228,0.0263677417834134,0.3858306229191166,0.6211526566948874,0.8225603340277617,0.6171623427371332,0.2286423376474273,0.0991792137522424,0.0007748376074393,0.3032771629347707,0.0825422069454201,0.2207349559893505,0.0400060628234752,0.0258827190727702
cnn3_art_painting_seed42_to_cartoon,cnn3_art_painting_seed42,cnn3,art_painting,1,cartoon,42,94151,1433,128,0.2055630068143421,0.4533905676283331,0.758728242849,0.4655488592484875,0.1461237886439926,0.0764180888046683,0.0005970163187864,0.3346609102904143,0.214974820059242,0.1196860902311722,0.0277197731633121,0.0119921605229948,0.1892115096771758,0.4349844936054339,0.7326650154419706,0.451115703321486,0.1393807557434937,0.0700596992423255,0.0005473414003306,0.3346609102904143,0.2307015222045726,0.1039593880858416,0.0269368824509799,0.0103056477350786
cnn3_art_painting_seed42_to_photo,cnn3_art_painting_seed42,cnn3,art_painting,1,photo,42,94151,1433,128,0.063864769942322,0.2527147996107906,0.7966067060282523,0.2433111216611512,0.0381960368127702,0.0704901839535576,0.0005507045621371,0.3346609102904143,0.2273344408355806,0.1073264694548336,0.0151513697748061,0.0098617172231266,0.0532751741763219,0.2308141550605638,0.8084293476843882,0.2188378233034797,0.0314038781075713,0.0630709449277329,0.0004927417572479,0.3346609102904143,0.2411123462123831,0.0935485640780311,0.0137400212357101,0.0081596553696301
cnn3_art_painting_seed42_to_sketch,cnn3_art_painting_seed42,cnn3,art_painting,1,sketch,42,94151,1433,128,0.47341306985726,0.6880501942861873,0.7024974345920812,0.7260430521583187,0.3190841568022764,0.1030260027474058,0.0008048906464641,0.3346609102904143,0.0634180123813033,0.2712428979091109,0.0427899961372043,0.0293880039792305,0.4750660546096343,0.6892503569891236,0.6813679422951145,0.7344580557303851,0.3275094698742019,0.1031648462208486,0.0008059753611003,0.3346609102904143,0.0655468500087899,0.2691140602816243,0.0432010213623785,0.0291625099984337
cnn3_cartoon-photo_seed387_to_art_painting,cnn3_cartoon-photo_seed387,cnn3,cartoon|photo,2,art_painting,387,94151,2809,128,0.0563678590887775,0.2374191632720019,0.8062652337880605,0.2409637185187626,0.0418363981384289,0.0736358056959549,0.0005752797319996,0.3132789621902425,0.304614514795958,0.0086644473942845,0.0152446438127197,0.0071566456941828,0.0679783470601029,0.2607265752854951,0.7853090948032798,0.2582702360933918,0.0479423400190304,0.0663300978926328,0.0005182038897861,0.3132789621902425,0.2993968226442187,0.0138821395460237,0.0162927074624955,0.0072862381271612
cnn3_cartoon-photo_seed387_to_sketch,cnn3_cartoon-photo_seed387,cnn3,cartoon|photo,2,sketch,387,94151,2809,128,0.3142166448443437,0.5605503053645977,0.8344846553927939,0.5160916838280745,0.1520625361344603,0.1056174683684604,0.0008251364716285,0.3132789621902425,0.0525580173528864,0.2607209448373561,0.0330588405195634,0.0273601964347349,0.3147543034231985,0.5610296814101715,0.9202929846464344,0.5182817159076364,0.1545963701456327,0.1063382820692144,0.0008307678286657,0.3132789621902425,0.058924991093412,0.2543539710968305,0.0331780527490596,0.0265109903175051
cnn3_cartoon-photo_seed42_to_art_painting,cnn3_cartoon-photo_seed42,cnn3,cartoon|photo,2,art_painting,42,94151,2809,128,0.0419468526665767,0.2048093080564863,0.7936680335178684,0.2072727464585618,0.0317273833725546,0.0772590084934707,0.0006035860038552,0.3133954485114975,0.346815745440746,0.0334202969292485,0.0129036366561146,0.0083794607108071,0.0399822442291055,0.1999556056456171,0.7860165049540856,0.2118177479028331,0.0329691744860436,0.0668005481011144,0.0005218792820399,0.3133954485114975,0.3305830272991709,0.0171875787876734,0.0133478090364096,0.0078293057636888
cnn3_cartoon-photo_seed42_to_sketch,cnn3_cartoon-photo_seed42,cnn3,cartoon|photo,2,sketch,42,94151,2809,128,0.2631843695518447,0.5130149798513146,0.871828471392964,0.4540382462467382,0.116034244249668,0.0953412886649179,0.0007448538176946,0.3133954485114975,0.0610210776310235,0.252374370880474,0.027967406722518,0.0244412704900299,0.2735506005974002,0.5230206502590506,0.9246701003565404,0.454314091179037,0.1169683602284389,0.0960628905372835,0.0007504913323225,0.3133954485114975,0.065941791902932,0.2474536566085654,0.0281717591994065,0.0237076503441037
cnn3_cartoon-sketch_seed387_to_art_painting,cnn3_cartoon-sketch_seed387,cnn3,cartoon|sketch,2,art_painting,387,94151,4390,128,0.3653235614316229,0.6044200207071428,0.7459717611559444,0.6661890463553702,0.3190855048969684,0.1224764169184798,0.0009568470071756,0.2848566763646539,0.3302652962518884,0.0454086198872344,0.0391159615290134,0.016486388592886,0.3571109395830351,0.5975875999240907,0.6757956313633559,0.680289005038393,0.3321517659859873,0.1208394130033823,0.0009440579140889,0.2848566763646539,0.3252152487201162,0.0403585723554623,0.0393793144601826,0.0166962234246854
